Status,Disbursement,Date of Disbursement,YEAR of Disbursement,Contract,Gender,Repeat SME,"Last Study
Date","Date of creation 
of the Health SME",Average Age of the SME (years),"Specialty of the 
Medical Equipment",SPECIALTY GROUP,Brand,Model,Year,Serial Number, Equipment Value ($ Mexican Pesos) , Equipment Value (€ Euro) ,"Number of 
Consultations per Day","Number of 
Consultations per Month",Income per Consultation (MXN),Patients (BACKBONE),Pacientes (Monthly Consultations times 6?),Number of Surgeries or Treatments per Month,Income per Surgeries or Treatments (MXN),Number of Childbirths per Month,CLINIC SIZE BACKBONE,Clinic Size,% of Patients with Middle-Low to Low Income,"Number of Beds 
 Ambulatory or for Hospitalization",Number of Doctors,Non Medical Staff,Total Staff,Attends Patients with Health Insurance,Location of the Health SME,ZIP CODE,REGION (BACKBONE),Country,State,Municipality,City,Address,Instagram,Facebook,LinkedIn,Web Page,Final_Address,latitud,longitud,Alt_Address_1,Alt_Address_2,geometry,index_right,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVEGEO,AMBITO,POBTOT,VIVTOT,PEA,P_12YMAS,PDER_SS,VPH_C_SERV,PRO_OCUP_C,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_PC,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,Clave de entidad,Entidad federativa,clave_municipio,Municipio,Pobreza_Porcentaje_2020,Pobreza_extrema_Porcentaje2020,Carencia_acceso_seguridad_social_Porcentaje2020,Carencia_acceso_alimentación_Porcentaje2020,Rezago_educativo_Porcentaje2020,tasa_empleo,NSE_score,NSE,precio_promedio
Paid Off,déc.-22,31/12/2022,2022,AP2395-001,Man,No,0,1/3/2018,"6,84",Odontology,Odontology,ALIGN,VIVIX-S,2022,BLX2021W16A277," $ 700 000,00 "," $ 32 051,28 ",30,600," $ 570,00 ",  1 800 ,1800,30," $ 9 000,00 ",,Micro,Micro,40%,2,2,3,5,Yes,Urban,85830,NorthWest,Mexico,Sonora,Navojoa,Navojoa,"Navojoa, Sonora, Mexico",,https://www.facebook.com/Dr.JavierVillalobosLagarda/,https://mx.linkedin.com/in/jesus-javier-villalobos-lagarda-101204206,,"IGNACIO ALLENDE 106, Navojoa, Sonora, Mexico",27.0777546,-109.4481007,"NAVOJOA, SONORA, MEXICO","SONORA, MEXICO",POINT (-109.4481007 27.0777546),53059,26,042,0001,0575,2604200010575,Urbana,482,226,265.0,448.0,411.0,176.0,0.53,174.0,159.0,149.0,147.0,121.0,147.0,141.0,92.0,30.0,26.0,Sonora,42.0,Navojoa,38.8855472942,6.6735783165,32.5410025286,38.6593021522,12.7791983548,0.5915178571428571,17.68379688853525,Medio-Alto,
Paid Off,mars-23,31/3/2023,2023,AP2399-001,Man,No,0,1/1/2004,"21,01",Imagenology,Radiology & Imaging,Align,BTL-4920 Smart Magnetoterapia ,2023,BLX2022W03A123," $ 587 000,00 "," $ 26 877,29 ",45,900," $ 620,00 ",  2 700 ,2700,15," $ 7 000,00 ",,Small,Small,10%,3,3,5,8,Yes,Urban,44140,West-Bajio,Mexico,Jalisco,Guadalajara,Guadalajara,"Guadalajara, Jalisco, Mexico",,,https://www.linkedin.com/in/priscilla-s%C3%A1nchez-padilla-6b8958208/?originalSubdomain=mx,,"VIDRIO 2078, Guadalajara, Jalisco, Mexico",20.6661361,-103.3538018,"GUADALAJARA, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.3538018 20.6661361),24093,14,039,0001,1857,1403900011857,Urbana,3322,1358,2071.0,2969.0,2446.0,1154.0,0.67,1144.0,957.0,790.0,550.0,830.0,983.0,572.0,531.0,240.0,14.0,Jalisco,39.0,Guadalajara,24.8215832086,1.5320315743,40.7200479142,9.9275705011,9.4161766126,0.6975412596833951,21.330967154565172,Alto,
Paid Off,oct.-23,31/10/2023,2023,AP2403-002,Man,Yes - Include,-,1/1/2013,"11,75",Ophthalmology,Ophthalmology,MEDIWORKS, F161 CAMARA DE FONDO NEW HAND HLED Y OTROS,2023,FC161-J202208315-01-0001    ," $ 153 160,00 "," $ 7 012,82 ",68,1360," $ 800,00 ",  4 080 ,8160,112," $ 27 000,00 ",,Small,Medium,40%,0,4,6,10,Yes,Urban,76090,Center,Mexico,Querétaro,Querétaro,Querétaro,"Querétaro, Querétaro, Mexico",https://www.clinicaojosmatabuena.com/,https://www.facebook.com/RetinologoyOculoplastico/,https://www.linkedin.com/in/fco-alain-matabuena-dorado-b3b16b10b/?originalSubdomain=mx,,"BOULEVARD BERNARDO QUINTANA ARRIOJA 9670, Querétaro, Querétaro, Mexico",20.5922997,-100.3917424,"QUERÉTARO, QUERÉTARO, MEXICO","QUERÉTARO, MEXICO",POINT (-100.3917424 20.5922997),45429,22,014,0001,038A,220140001038A,Urbana,1493,636,892.0,1353.0,932.0,480.0,0.57,466.0,383.0,339.0,253.0,363.0,406.0,304.0,223.0,98.0,22.0,Querétaro,14.0,Querétaro,24.6573942123,2.2342107941,40.4827420694,13.7330702133,9.6025470777,0.6592756836659276,17.194011897584613,Medio-Alto,
Active,sept.-25,31/09/2025,2025,AP2403-003,Man,Yes,,16/9/2015,"10,34",Ophthalmology,Ophthalmology,Mediworks,Lampara de Hendidura S390,2025,S390L-J202408349-01-00006," $ 228 000,00 "," $ 11 121,95 ",14,280," $ 620,00 ",  840 ,840,28," $ 22 000,00 ",,Micro,Micro,50%,1,1,2,3,Yes,Urban,76000,West-Bajio,Mexico,Guanajuato,Celaya,Celaya,"Celaya, Guanajuato, Mexico",https://www.clinicaojosmatabuena.com/,https://www.facebook.com/RetinologoyOculoplastico/,https://www.linkedin.com/in/fco-alain-matabuena-dorado-b3b16b10b/?originalSubdomain=mx,,"Guadalupe 225, Celaya, Guanajuato, Mexico",20.5131134,-100.8333948,"CELAYA, GUANAJUATO, MEXICO","GUANAJUATO, MEXICO",POINT (-100.8333948 20.5131134),19021,11,007,0001,1012,1100700011012,Urbana,3425,1082,1736.0,2830.0,2466.0,867.0,1.03,844.0,733.0,430.0,430.0,330.0,521.0,404.0,136.0,82.0,11.0,Guanajuato,7.0,Celaya,40.4969922484,5.0710341561,51.3194259338,19.2738667239,13.5461978367,0.6134275618374558,8.48141916604727,Medio,
Active,D2.3,30/6/2023,2023,AP2406-001,Man,No,0,1/1/2005,"20,0109589",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,FC-161 CÁMARA DE FONDO,2024,6247217WX0," $ 423 400,00 "," $ 19 386,45 ",16,320," $ 620,00 ",  960 ,960,6," $ 7 000,00 ",,Micro,Micro,50%,1,1,2,3,No,Urban,56530,Center,Mexico,Ciudad de México,Ixtapaluca,Ixtapaluca,"Ixtapaluca, Ciudad de México, Mexico",NO TIENE,NO TIENE,NO TIENE,,"PROGRESO S/N, Ixtapaluca, Ciudad de México, Mexico",19.3464303,-99.008786,"IXTAPALUCA, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.008786 19.3464303),12299,09,007,0001,2738,0900700012738,Urbana,6698,1908,3500.0,5531.0,4275.0,1790.0,1.0,1551.0,1261.0,810.0,618.0,726.0,1092.0,399.0,239.0,206.0,9.0,Ciudad de México,7.0,Iztapalapa,43.8873067404,6.5593491029,54.2860751759,20.3309879362,10.1556599464,0.6327969625745796,8.677823226032954,Medio,
Active,nov.-23,30/11/2023,2023,AP2413-001,Enterprise,No,0,14/5/1997,"27,65205479",Ophthalmology,Ophthalmology,CARL ZEISS,LUMERA 700 con Markerless ,2024,6634150295," $ 5 400 000,00 "," $ 247 252,75 ",76,1520," $ 620,00 ",  4 560 ,4560,112," $ 22 000,00 ",,Small,Small,30%,0,4,8,12,Yes,Urban,45160,West-Bajio,Mexico,Jalisco,Zapopan,Zapopan,"Zapopan, Jalisco, Mexico",,https://www.facebook.com/profile.php?id=183883288345165&paipv=0&eav=Afbw86z2HBMwy3yx3p9GQ6eLjLFckfqn_th4Gjno3DtPcnReYTgOr0AEO4_X0g4uNSQ&_rdr,https://www.doctoralia.com.mx/clinicas/centro-oftalmologico-san-pablo,,"AVENIDA AMERICAS 1200, Zapopan, Jalisco, Mexico",20.7134534,-103.3838913,"ZAPOPAN, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.3838913 20.7134534),27665,14,120,0001,4198,1412000014198,Urbana,1676,686,983.0,1491.0,1367.0,602.0,0.58,602.0,562.0,524.0,545.0,555.0,584.0,486.0,455.0,323.0,14.0,Jalisco,120.0,Zapopan,26.5960583242,2.7313782181,47.6418426949,11.4790194004,11.0207054732,0.6592890677397719,32.647190643806894,Alto,500.0
Active,mars-23,31/3/2023,2023,AP2437-001,Man,No,0,31/1/2011,"13,9260274",Odontology,Odontology,ALIGN ,-iTero Element 2,2023,BLX2021W17A106," $ 656 958,88 "," $ 30 080,53 ",60,1200," $ 570,00 ",  3 600 ,3600,44," $ 9 000,00 ",,Small,Small,30%,4,4,2,6,Yes,Urban,22010,NorthWest,Mexico,Baja California,Tijuana,Tijuana,"Tijuana, Baja California, Mexico",https://www.instagram.com/smilecenter.tj/?fbclid=IwAR0XkeR5HXpI4H7XxT0cazb13C-qH9wr8re9kfpuMRm7B2yu6bWWzYCVV4s,https://www.facebook.com/smilecentertj/,,,"DIEGO RIVERA 2351, Tijuana, Baja California, Mexico",32.5235778,-117.012718,"TIJUANA, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-117.012718 32.5235778),1576,02,004,0001,3357,0200400013357,Urbana,342,154,225.0,315.0,232.0,151.0,0.64,145.0,106.0,117.0,104.0,108.0,121.0,79.0,78.0,30.0,2.0,Baja California,4.0,Tijuana,23.7023626651,1.8559351458,45.6075332604,13.5549648934,13.7805702203,0.7142857142857143,25.46872221468218,Alto,
Active,déc.-24,31/12/2024,2024,AP2289-002,Man,Yes,-,1/1/2013,"12,01",Physiotherapy,Cardiology & Related,BTL,SIS,2024,09900B008793," $ 882 034,19 "," $ 40 386,18 ",13,260," $ 700,00 ",  780 ,780,-, - ,,Small,Small,25%,0,1,8,9,No,Urban,83150,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://www.instagram.com/fmo_ft/,https://www.facebook.com/DiplomadoFMO,https://www.doctoralia.com.mx/armando-campos-lopez/fisioterapeuta/sonora,,"IGNACIO VALLARTA 12, Hermosillo, Sonora, Mexico",29.1023081,-110.9521072,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9521072 29.1023081),52456,26,030,0001,1958,2603000011958,Urbana,1022,456,504.0,969.0,876.0,339.0,0.46,338.0,329.0,306.0,309.0,302.0,316.0,281.0,228.0,82.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.5201238390092879,23.067762051845424,Alto,
Active,déc.-24,31/12/2024,2024,AP2289-003,Man,Yes,-,1/1/2013,"12,01",Physiotherapy,Cardiology & Related,BTL MEDICAL FISIOTERAPIA,SISTEMA DE DESCOMPRESION VERTEBRAL ,2024,49601B000454," $ 1 085 000,00 "," $ 49 679,49 ",39,780," $ 700,00 ",  2 340 ,2340,-, - ,,Small,Small,40%,0,3,7,10,Yes,Urban,83150,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",https://www.instagram.com/fmo_ft/,https://www.facebook.com/DiplomadoFMO,https://www.doctoralia.com.mx/armando-campos-lopez/fisioterapeuta/sonora,,"IGNACIO VALLARTA 12, Hermosillo, Sonora, Mexico",29.1023081,-110.9521072,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9521072 29.1023081),52456,26,030,0001,1958,2603000011958,Urbana,1022,456,504.0,969.0,876.0,339.0,0.46,338.0,329.0,306.0,309.0,302.0,316.0,281.0,228.0,82.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.5201238390092879,23.067762051845424,Alto,
Paid Off,D2.3,30/6/2023,2023,AP2459-002,Woman,No,-,1/1/2021,"3,75",Ophthalmology,Ophthalmology,ISEM,Unidad de refracción Euro Free / Pantalla de optotipos,2023,13101755," $ 157 000,00 "," $ 7 188,64 ",10,300," $ 800,00 ",  900 ,1800,6," $ 8 000,00 ",0.0,Micro,Micro,20%,0,1,2,3,No,Urban,82126,NorthWest,Mexico,Sinaloa,Mazatlán,Mazatlán,"Mazatlán, Sinaloa, Mexico",,,,,"AV RAFAEL BUELNA 198, Mazatlán, Sinaloa, Mexico",23.2413981,-106.4433348,"MAZATLÁN, SINALOA, MEXICO","SINALOA, MEXICO",POINT (-106.4433348 23.2413981),50470,25,012,0001,1461,2501200011461,Urbana,1939,866,1010.0,1743.0,1562.0,649.0,0.57,647.0,631.0,549.0,604.0,557.0,621.0,509.0,390.0,137.0,25.0,Sinaloa,12.0,Mazatlán,20.9153451079,1.2236617146,34.9385028304,19.3526052287,10.9401120499,0.5794606999426276,22.176374162675668,Alto,
Paid Off,juin-23,30/6/2023,2023,AP2463-001,Man,No,-,13/11/2014,"9,14",Ophthalmology,Ophthalmology,MediWorks ,S390,2023,:S390L-J202208312-01-00018," $ 228 000,00 "," $ 10 439,56 ",17,340," $ 800,00 ",  1 020 ,2040,28," $ 27 000,00 ",,Micro,Small,10%,0,1,3,4,Yes,Urban,77500,South,Mexico,Quintana Roo,Benito Juárez,Cancún,"Benito Juárez, Quintana Roo, Mexico",https://www.instagram.com/visummx/,https://www.facebook.com/DrRiquelme/,https://visum.mx/dr-mario-riquelme/,,"AV SAYIL SM 6 MZ 5, Benito Juárez, Quintana Roo, Mexico",21.0742627,-86.9265622,"BENITO JUÁREZ, QUINTANA ROO, MEXICO","QUINTANA ROO, MEXICO",POINT (-86.9265622 21.0742627),46761,23,005,0001,4068,2300500014068,Urbana,2151,767,977.0,1581.0,1517.0,476.0,1.92,341.0,334.0,62.0,130.0,39.0,89.0,134.0,24.0,3.0,23.0,Quintana Roo,5.0,Benito Juárez,37.924679779,6.2341577545,44.4769710464,26.7974111596,13.4703410912,0.6179633143580012,-6.5058158090641065,Bajo-Medio,
Active,mars-23,31/3/2023,2023,AP2472-001,Enterprise,No,S2 2023,19/6/2006,"18,54794521",Imagenology,Radiology & Imaging,CARESTREAM,BTL-6000 SWT TOPLINE POWER ,2022,H30F113K0502220012," $ 462 840,00 "," $ 21 192,31 ",36,720," $ 620,00 ",  2 160 ,2160,1080," $ 7 000,00 ",,Medium,Medium,70%,15,6,13,19,Yes,Urban,83000,NorthWest,Mexico,Sonora,Hermosillo,Hermosillo,"Hermosillo, Sonora, Mexico",,https://www.facebook.com/rayosxsanfco/,https://www.sanfranciscoradiologiaeimagen.com/,,"AV OAXACA 59, Hermosillo, Sonora, Mexico",29.0825458,-110.9568738,"HERMOSILLO, SONORA, MEXICO","SONORA, MEXICO",POINT (-110.9568738 29.0825458),52538,26,030,0001,5240,2603000015240,Urbana,728,332,407.0,648.0,573.0,261.0,0.68,254.0,204.0,138.0,124.0,137.0,183.0,103.0,59.0,31.0,26.0,Sonora,30.0,Hermosillo,22.4210124886,3.0435506066,34.1499105763,17.126284265,9.6976883644,0.6280864197530864,13.532653049574035,Medio-Alto,
Paid Off,avr.-23,30/4/2023,2023,AP2473-001,Man,No,-,21/8/2008,"15,37",Ophthalmology,Ophthalmology,CARL ZEISS,CIRRUS 6000 ,2023,6000-13967," $ 1 989 566,01 "," $ 91 097,34 ",42,1260," $ 800,00 ",  3 780 ,7560,10," $ 8 000,00 ",,Small,Small,10%,3,7,5,12,No,Urban,88209,NorthEast,Mexico,Tamaulipas,Nuevo Laredo,Nuevo Laredo,"Nuevo Laredo, Tamaulipas, Mexico",https://oftalmologiagascon.com/,,https://www.doctoralia.com.mx/gerardo-gascon-guzman/oftalmologo/nuevo-laredo,,"AV JOSE MARIA MORELOS  2813, Nuevo Laredo, Tamaulipas, Mexico",27.4800468,-99.5098134,"NUEVO LAREDO, TAMAULIPAS, MEXICO","TAMAULIPAS, MEXICO",POINT (-99.5098134 27.4800468),55813,28,027,0001,0402,2802700010402,Urbana,1761,724,912.0,1521.0,1193.0,566.0,0.64,560.0,515.0,462.0,458.0,374.0,458.0,330.0,228.0,107.0,28.0,Tamaulipas,27.0,Nuevo Laredo,33.5699040069,3.1456389132,40.6875356359,13.0813477286,12.8342998873,0.5996055226824457,17.711125847991163,Medio-Alto,
Active,juin-24,30/6/2024,2024,AP2330-002,Man,No,0,1/1/2018,"7,002739726",Physiotherapy,Cardiology & Related,BTL,BTL,2023,04400B012546," $ 280 704,00 "," $ 12 852,75 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,20%,0,1,3,4,Yes,Urban,21100,NorthWest,Mexico,Baja California,Mexicali,Mexicali,"Mexicali, Baja California, Mexico",,https://www.facebook.com/Dr.JoseCortez/,https://www.doctoralia.com.mx/jose-armando-cortez-reyes/especialista-en-rehabilitacion-y-medicina-fisica/baja-california,,"AV REFORMA 2062, Mexicali, Baja California, Mexico",32.6628062,-115.4902356,"MEXICALI, BAJA CALIFORNIA, MEXICO","BAJA CALIFORNIA, MEXICO",POINT (-115.4902356 32.6628062),1304,02,002,0001,4223,0200200014223,Urbana,340,152,199.0,313.0,250.0,136.0,0.6,136.0,118.0,106.0,98.0,90.0,103.0,67.0,52.0,31.0,2.0,Baja California,2.0,Mexicali,20.2190064344,1.0840310918,43.6786382379,10.725499836,10.8596706497,0.6357827476038339,23.116635821071803,Alto,
Paid Off,juin-23,30/6/2023,2023,AP2483-001,Woman,No,-,1/1/2020,"4,75",Imagenology,Radiology & Imaging,GE,VERSANA ACTIVE,2023,6244110WX0," $ 388 600,00 "," $ 17 793,04 ",15,300," $ 800,00 ",  900 ,1800,16," $ 8 000,00 ",,Micro,Micro,70%,0,1,1,2,No,Urban,31200,NorthWest,Mexico,Chihuahua,Chihuahua,Chihuahua,"Chihuahua, Chihuahua, Mexico",,https://www.facebook.com/people/Dra-Ana-Isabel-Portillo-Zavala/100076632717544/?paipv=0&eav=AfYFGAuYnqs57kstrFc7wa3Os7zv78YDo1te8zESXCuYxRrLFqKqYEYDpxpNRT7_jtE&_rdr,,,"PASCUAL OROZCO 1129, Chihuahua, Chihuahua, Mexico",28.7089016,-106.1124513,"CHIHUAHUA, CHIHUAHUA, MEXICO","CHIHUAHUA, MEXICO",POINT (-106.1124513 28.7089016),10850,08,019,0001,4891,0801900014891,Urbana,1245,417,646.0,1055.0,1170.0,363.0,0.74,364.0,349.0,307.0,294.0,202.0,267.0,170.0,126.0,55.0,8.0,Chihuahua,19.0,Chihuahua,15.6764975048,0.8743032438,33.7247391036,10.1136919602,6.1221445852,0.6123222748815166,24.12077574935719,Alto,
Active,juin-23,30/6/2023,2023,AP2490-001,Woman,No,0,1/1/2020,"5,002739726",Imagenology,Radiology & Imaging,GENERAL ELECTRIC,2 TONOMETROS IC-100,2024,6244199WX0," $ 359 600,00 "," $ 16 465,20 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,20%,0,1,1,2,No,Urban,45116,West-Bajio,Mexico,Jalisco,Zapopan,Zapopan,"Zapopan, Jalisco, Mexico",,https://www.facebook.com/ColegioRadiologiaImagenJalisco/,https://crij.org.mx/?fbclid=IwAR3MzFyEzOW9Mjonfs8oWK7xfXMTM8-wMyrHHPWiwUBSihbkNCHOlOc_JuI,,"EMPRESARIOS 150, Zapopan, Jalisco, Mexico",20.7088688,-103.4154783,"ZAPOPAN, JALISCO, MEXICO","JALISCO, MEXICO",POINT (-103.4154783 20.7088688),27523,14,120,0001,3306,1412000013306,Urbana,3069,1345,1577.0,2672.0,2603.0,948.0,0.58,948.0,942.0,912.0,927.0,908.0,928.0,838.0,832.0,508.0,14.0,Jalisco,120.0,Zapopan,26.5960583242,2.7313782181,47.6418426949,11.4790194004,11.0207054732,0.5901946107784432,25.58977041349247,Alto,6265.517241379311
Paid Off,D2.3,30/6/2023,2023,AP2456-001,Woman,Yes,-,1/1/2023,"1,00",Physiotherapy,Cardiology & Related,Btl Fisioterapia,BTL,2022,058S0B023763," $ 73 658,55 "," $ 3 372,64 ",10,300," $ 1 100,00 ",  900 ,1800,3," $ 1 100,00 ",,Micro,Small,3%,1,1,4,5,No,Urban,5348,Center,Mexico,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,"Cuajimalpa de Morelos, Ciudad de México, Mexico",https://www.instagram.com/cuadro.cc/?igshid=YmMyMTA2M2Y%3D,,https://www.instagram.com/mobility_rehab_center/?igshid=YmMyMTA2M2Y%3D,,"AV SANTA FE 443, Cuajimalpa de Morelos, Ciudad de México, Mexico",19.3588397,-99.2715646,"CUAJIMALPA DE MORELOS, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.2715646 19.3588397),11454,09,004,0001,0369,0900400010369,Urbana,14609,6546,9512.0,12519.0,13627.0,6018.0,0.55,6014.0,5754.0,5764.0,5768.0,5881.0,5970.0,5155.0,4826.0,2486.0,9.0,Ciudad de México,4.0,Cuajimalpa de Morelos,32.4790606323,4.4539468944,46.6830695445,15.1417668534,9.0080536296,0.7598050962536944,36.48244583848794,Alto,1506.8181818181818
Paid Off,D2.3,30/6/2023,2023,AP2496-001,Woman,No,-,21/1/2019,"5,70",Ophthalmology,Ophthalmology,ACTIVA HOME ,ACTIHOM,2023,AC20220118," $ 223 000,00 "," $ 10 210,62 ","7,5",225," $ 800,00 ",  675 ,1350,12," $ 8 000,00 ",,Small,Medium,2%,3,4,3,7,Yes,Urban,99000,NorthEast,Mexico,Zacatecas,Fresnillo,Fresnillo,"Fresnillo, Zacatecas, Mexico",https://www.topvisionoftalmo.com/,https://www.facebook.com/Topvisionoftalmologia/?locale=es_LA,https://www.doctoralia.com.mx/noemi-laviada-de-la-garza/oftalmologo/fresnillo,,"ENCINO 7, Fresnillo, Zacatecas, Mexico",23.1736735,-102.8631831,"FRESNILLO, ZACATECAS, MEXICO","ZACATECAS, MEXICO",POINT (-102.8631831 23.1736735),62925,32,010,0001,2003,3201000012003,Urbana,1320,498,687.0,1118.0,1020.0,404.0,0.69,384.0,348.0,260.0,229.0,181.0,277.0,332.0,66.0,58.0,32.0,Zacatecas,10.0,Fresnillo,40.1243479634,3.438739349,54.5871630386,12.5569365218,18.0967667002,0.6144901610017889,13.864472239118154,Medio-Alto,
Active,avr.-23,30/4/2023,2023,AP2501-001,Man,No,0,1/1/2014,"11,00547945",Imagenology,Radiology & Imaging,SONOSITE,BTL-6000 SWT EASY,2023,Q59JL5," $ 498 800,00 "," $ 22 838,83 ",30,600," $ 620,00 ",  1 800 ,1800,12," $ 7 000,00 ",,Small,Small,10%,2,2,6,8,Yes,Urban,66278,NorthEast,Mexico,Nuevo León,San Pedro Garza García,San Pedro Garza García,"San Pedro Garza García, Nuevo León, Mexico",https://www.instagram.com/dr.dbeast/?hl=en,https://www.facebook.com/profile.php?id=100063998567115,https://www.doctoralia.com.mx/daniel-chora-de-la-garza/algologo/san-pedro-garza-garcia,,"AV BATALLON DE SAN PATRICIO 112, San Pedro Garza García, Nuevo León, Mexico",25.652395,-100.3726067,"SAN PEDRO GARZA GARCÍA, NUEVO LEÓN, MEXICO","NUEVO LEÓN, MEXICO",POINT (-100.3726067 25.652395),38005,19,019,0001,0172,1901900010172,Urbana,1335,462,718.0,1221.0,1206.0,416.0,0.48,416.0,413.0,409.0,396.0,397.0,406.0,382.0,332.0,200.0,19.0,Nuevo León,19.0,San Pedro Garza García,5.4509509601,0.2847287207,44.0611710983,2.9815263944,3.5729670256,0.588042588042588,38.81647310769189,Alto,908.75
Paid Off,avr.-23,30/4/2023,2023,AP2502-001,Woman,No,-,21/2/2019,"5,61",Ophthalmology,Ophthalmology,Mediworks,OU9000,2023,"2,3163E+18"," $ 92 000,00 "," $ 4 212,45 ",10,300," $ 800,00 ",  900 ,1800,4," $ 8 000,00 ",,Micro,Micro,20%,1,1,2,3,No,Urban,11320,Center,Mexico,Ciudad de México,Miguel Hidalgo,Ciudad de México,"Miguel Hidalgo, Ciudad de México, Mexico",https://www.optometria-avanzada.com.mx/,https://www.facebook.com/optometria.avanzada/,https://www.linkedin.com/in/sandra-karina-silva-romano-399b8544/?originalSubdomain=mx,,"F.F. C.C. DE CUERNAVACA 3, Miguel Hidalgo, Ciudad de México, Mexico",19.4071156,-99.1906167,"MIGUEL HIDALGO, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.1906167 19.4071156),13200,09,016,0001,1156,0901600011156,Urbana,8675,3164,4848.0,7532.0,6892.0,2920.0,0.8,2795.0,2505.0,2068.0,1255.0,1949.0,2404.0,1609.0,1368.0,820.0,9.0,Ciudad de México,16.0,Miguel Hidalgo,13.4686475807,0.9342489964,33.9109628091,8.3376278628,4.5183779795,0.6436537440254912,25.850332111517623,Alto,
Active,juin-24,30/6/2024,2024,AP2456-002,Woman,Yes - Include,0,1/1/2022,3,Physiotherapy,Cardiology & Related,BTL ,4825s Smart,2023,058S0B029379," $ 54 615,00 "," $ 2 500,69 ",13,260," $ 700,00 ",  780 ,780,, N/A ,,Micro,Micro,10%,0,1,3,4,Yes,Urban,5348,Center,Mexico,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,"Cuajimalpa de Morelos, Ciudad de México, Mexico",https://www.instagram.com/cuadro.cc/?igshid=YmMyMTA2M2Y%3D,,https://www.instagram.com/mobility_rehab_center/?igshid=YmMyMTA2M2Y%3D,,"AV SANTA FE 443, Cuajimalpa de Morelos, Ciudad de México, Mexico",19.3588397,-99.2715646,"CUAJIMALPA DE MORELOS, CIUDAD DE MÉXICO, MEXICO","CIUDAD DE MÉXICO, MEXICO",POINT (-99.2715646 19.3588397),11454,09,004,0001,0369,0900400010369,Urbana,14609,6546,9512.0,12519.0,13627.0,6018.0,0.55,6014.0,5754.0,5764.0,5768.0,5881.0,5970.0,5155.0,4826.0,2486.0,9.0,Ciudad de México,4.0,Cuajimalpa de Morelos,32.4790606323,4.4539468944,46.6830695445,15.1417668534,9.0080536296,0.7598050962536944,36.48244583848794,Alto,1506.8181818181818
Active,juin-23,30/6/2023,2023,AP2527-001,Man,Yes,0,1/1/2010,"15,00821918",Imagenology,Radiology & Imaging,AGFA,BTL-HIL Laser de alta intensidad 10w  (sin carro),2024,0," $ 838 672,69 "," $ 38 400,76 ",15,300," $ 620,00 ",  900 ,900,16," $ 7 000,00 ",,Micro,Micro,50%,0,1,3,4,Yes,Urban,83550,NorthWest,Mexico,Sonora,Puerto Peñasco,Puerto Peñasco,"Puerto Peñasco, Sonora, Mexico",https://www.tocdoc.com/doctor/dr-juvenal-romero-orozco,https://www.facebook.com/RADIODIAGNOSTICOPUERTOP/,https://www.radiodiagnosticopuertopenasco.com/,,"MELCHOR OCAMPO SN, Puerto Peñasco, Sonora, Mexico",31.3186044,-113.4986782,"PUERTO PEÑASCO, SONORA, MEXICO","SONORA, MEXICO",POINT (-113.4986782 31.3186044),53543,26,048,0001,3249,2604800013249,Urbana,627,241,298.0,477.0,505.0,172.0,1.13,165.0,107.0,76.0,114.0,52.0,85.0,95.0,21.0,17.0,26.0,Sonora,48.0,Puerto Peñasco,36.3948799636,3.9194168164,51.9898741859,26.0663372817,15.613950322,0.6247379454926625,4.854788947846024,Medio-Bajo,
